Added Pin To Net: NetName=GND Pin=C5--
Added Pin To Net: NetName=GND Pin=C6--
Added Pin To Net: NetName=GND Pin=C7--
Added Pin To Net: NetName=GND Pin=C8-2
Added Pin To Net: NetName=GND Pin=C9-2
Added Pin To Net: NetName=+12 Pin=D1-K
Added Pin To Net: NetName=+12 Pin=D2-K
Added Pin To Net: NetName=+12 Pin=D3-K
Added Pin To Net: NetName=+12 Pin=D4-K
Added Pin To Net: NetName=+12 Pin=D5-K
Added Pin To Net: NetName=+12 Pin=D6-K
Added Pin To Net: NetName=+12 Pin=D7-K
Added Pin To Net: NetName=+12 Pin=D8-K
Added Pin To Net: NetName=+12 Pin=D9-K
Added Pin To Net: NetName=+12 Pin=D10-K
Added Pin To Net: NetName=+12 Pin=D11-K
Added Pin To Net: NetName=+12 Pin=D12-K
Added Pin To Net: NetName=+12 Pin=D13-K
Added Pin To Net: NetName=+12 Pin=D14-K
Added Pin To Net: NetName=+12 Pin=D15-K
Added Pin To Net: NetName=+12 Pin=D16-K
Added Pin To Net: NetName=+12 Pin=D17-K
Added Pin To Net: NetName=+12 Pin=D18-K
Added Pin To Net: NetName=+12 Pin=D19-K
Added Pin To Net: NetName=+12 Pin=D20-K
Added Pin To Net: NetName=+12 Pin=D21-K
Added Pin To Net: NetName=+12 Pin=D22-K
Added Pin To Net: NetName=+12 Pin=D23-K
Added Pin To Net: NetName=+12 Pin=D24-K
Added Pin To Net: NetName=GND Pin=D30-K
Added Pin To Net: NetName=GND Pin=DZ1-1
Added Pin To Net: NetName=GND Pin=DZ2-1
Added Pin To Net: NetName=GND Pin=DZ3-1
Added Pin To Net: NetName=GND Pin=DZ4-1
Added Pin To Net: NetName=GND Pin=J2-3
Added Pin To Net: NetName=GND Pin=Q2-1
Added Pin To Net: NetName=GND Pin=Q3-1
Added Pin To Net: NetName=GND Pin=Q4-1
Added Pin To Net: NetName=GND Pin=Q5-1
Added Pin To Net: NetName=GND Pin=Q6-1
Added Pin To Net: NetName=GND Pin=Q7-1
Added Pin To Net: NetName=GND Pin=Q8-1
Added Pin To Net: NetName=GND Pin=Q9-1
Added Pin To Net: NetName=GND Pin=Q10-1
Added Pin To Net: NetName=GND Pin=Q11-1
Added Pin To Net: NetName=GND Pin=Q12-1
Added Pin To Net: NetName=GND Pin=Q19-1
Added Pin To Net: NetName=GND Pin=Q20-1
Added Pin To Net: NetName=GND Pin=Q25-1
Added Pin To Net: NetName=GND Pin=U2-2
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C1 
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C2 Cap
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C3 CAP
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C4 CAP
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C5 Cap
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C6 Cap
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C7 Cap
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C8 Cap
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component C9 Cap
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D1 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D2 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D3 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D4 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D5 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D6 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D7 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D8 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D9 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D10 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D11 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D12 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D13 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D14 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D15 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D16 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D17 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D18 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D19 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D20 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D21 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D22 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D23 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D24 1N4007
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D25 5V
Added Member To Class: ClassName=m_airconditioner_SCH Member=Component D26 5v
